"DAT","Trait","Intercept","Gvar","Expvar","GxEvar","Repvar","evar","H2","WL"
14,"VNIR_Plant_Spectrum_X786.47",0.133769449382822,2.51806428080798e-05,0.000406977907531636,3.31045513211475e-15,4.03734158576275e-05,0.000325706473938593,0.031545264599995,786.47
14,"VNIR_Plant_Spectrum_X787.61",0.134133214039061,2.33129555554405e-05,0.000406963632615052,1.00250107501041e-11,4.21060476955926e-05,0.000323640450861539,0.029286782821435,787.61
14,"VNIR_Plant_Spectrum_X788.75",0.13451475586367,2.4102944793552e-05,0.000410593809069367,0,4.33812793554796e-05,0.000323721843650579,0.0300610482601641,788.75
14,"VNIR_Plant_Spectrum_X789.89",0.134914912012548,2.56704664687285e-05,0.000395723808715276,1.66380330736726e-06,4.04585659150953e-05,0.000319344546045647,0.0327905723029946,789.89
14,"VNIR_Plant_Spectrum_X791.03",0.135299231651417,2.35598846274631e-05,0.000408759725515221,1.0978268094311e-15,4.31563585085522e-05,0.000324228626761172,0.0294607343293819,791.03
14,"VNIR_Plant_Spectrum_X792.17",0.135677533697149,2.26137044866608e-05,0.000405987101479048,4.468499663891e-06,4.48838611824058e-05,0.000318325654720051,0.028399228856987,792.17
14,"VNIR_Plant_Spectrum_X793.32",0.136028625854898,2.44355323805838e-05,0.000401675479904692,4.63988940406706e-11,4.82907505106099e-05,0.000320859431835767,0.0307264218597134,793.32
14,"VNIR_Plant_Spectrum_X794.46",0.136278279471343,2.40982413770183e-05,0.000399151350076856,0,4.7059452193914e-05,0.0003197903700949,0.0305002648500463,794.46
14,"VNIR_Plant_Spectrum_X795.6",0.136776915423072,2.32088506492933e-05,0.000408005384233332,3.68510639850788e-09,5.15467859827312e-05,0.0003178252910184,0.028989683529082,795.6
14,"VNIR_Plant_Spectrum_X796.74",0.136839535439628,2.2794298588021e-05,0.000397545516497906,3.64715951681128e-06,4.81777348843534e-05,0.000318922480742148,0.0288138891256926,796.74
14,"VNIR_Plant_Spectrum_X797.88",0.137167373360062,2.2919725197491e-05,0.000403933437778678,5.5247996320701e-06,4.19913982120894e-05,0.000321329191073123,0.0288045330017894,797.88
14,"VNIR_Plant_Spectrum_X799.02",0.137396761355941,2.21899568526116e-05,0.000393180767182154,2.27571025250687e-17,4.67680342481029e-05,0.000320917162517838,0.0283376400882338,799.02
14,"VNIR_Plant_Spectrum_X800.16",0.137519415267501,2.2658375128261e-05,0.000396582628635873,0,4.84384930869484e-05,0.000324403146833155,0.0286060745162517,800.16
14,"VNIR_Plant_Spectrum_X801.3",0.138247742456537,2.30552762206251e-05,0.000395040772189333,7.51212206230102e-07,4.58384031955897e-05,0.000323437287617793,0.0292534003467419,801.3
14,"VNIR_Plant_Spectrum_X802.45",0.138436209716264,2.25884581967868e-05,0.000401300946615779,7.78730473392079e-06,4.0117019294251e-05,0.000321284868287942,0.0284819919218193,802.45
14,"VNIR_Plant_Spectrum_X803.59",0.138574047432234,2.22178550967207e-05,0.000387515782276411,1.62243250527154e-06,4.90331615112572e-05,0.000319275937161995,0.0284966624044443,803.59
14,"VNIR_Plant_Spectrum_X804.73",0.139230546387088,2.05407860594262e-05,0.000387451199594497,1.76008659315061e-06,4.74466231770459e-05,0.000320772965649543,0.0264030003754613,804.73
14,"VNIR_Plant_Spectrum_X805.87",0.139366888241022,2.21047439985863e-05,0.000382929895708813,9.13574852495039e-07,4.45330786325769e-05,0.000324552445853835,0.0285210086799404,805.87
14,"VNIR_Plant_Spectrum_X807.01",0.139427188992338,2.26070027713511e-05,0.000385510614181905,7.85218404852379e-06,4.09611064410381e-05,0.000321574856999093,0.0290389664456208,807.01
14,"VNIR_Plant_Spectrum_X808.15",0.13960670874517,2.26392227879602e-05,0.000378467807751167,1.75764906418346e-13,5.07289440963372e-05,0.000320823108443072,0.0293004033455582,808.15
14,"VNIR_Plant_Spectrum_X809.29",0.140078610734968,2.06302976191568e-05,0.000389078834853826,2.85486985523638e-06,5.03233173793581e-05,0.00031840602945964,0.0264053158025045,809.29
14,"VNIR_Plant_Spectrum_X810.43",0.140189164923956,2.24701742941661e-05,0.00037890194786134,1.78147217236957e-06,4.21601801864983e-05,0.000325371501412995,0.0291560965234838,810.43
14,"VNIR_Plant_Spectrum_X811.58",0.140238645101014,2.34300801154761e-05,0.000389647954975925,2.66292938661545e-09,5.30855366669498e-05,0.000317316738259401,0.029905027836587,811.58
14,"VNIR_Plant_Spectrum_X812.72",0.140303486304068,2.15291797691999e-05,0.000390366468194957,5.13208567032086e-07,4.96617128359186e-05,0.000323711876762826,0.0273983974511438,812.72
14,"VNIR_Plant_Spectrum_X813.86",0.140231324984487,2.25947976387825e-05,0.000381728418357746,1.27337911415549e-18,5.59870734951573e-05,0.000322282080103682,0.0288717326115317,813.86
14,"VNIR_Plant_Spectrum_X815",0.141062253202207,2.07713260829373e-05,0.000385061157945542,4.22481201074667e-06,4.90727312731058e-05,0.000321847966537445,0.0265965574529783,815
14,"VNIR_Plant_Spectrum_X816.14",0.140783728643652,2.11036764878827e-05,0.000382990877164266,4.29101102378534e-06,4.82147509580783e-05,0.000322913952174954,0.0270728546729494,816.14
14,"VNIR_Plant_Spectrum_X817.28",0.141227439112124,1.98515862893699e-05,0.000381305324722285,4.36552034552315e-06,5.2554848002024e-05,0.000321090658962379,0.0254779301265046,817.28
14,"VNIR_Plant_Spectrum_X818.42",0.141520609353478,2.07866629949764e-05,0.000375913844303396,6.52695595118925e-06,5.31536259949587e-05,0.000316204561967362,0.0269053184748776,818.42
14,"VNIR_Plant_Spectrum_X819.56",0.141645976201368,1.91477496315734e-05,0.000386557263858965,1.05176094576099e-05,5.11339343788077e-05,0.000322214315400225,0.0242508307904483,819.56
14,"VNIR_Plant_Spectrum_X820.71",0.141795396958419,2.08535256086338e-05,0.000376155276661703,2.14294042099923e-06,5.20560087894552e-05,0.000331200526679118,0.0266529971508964,820.71
14,"VNIR_Plant_Spectrum_X821.85",0.141905615856303,1.95857560140465e-05,0.000379935066095919,3.56666432188376e-06,4.88417255476017e-05,0.000324948783535664,0.0252108518031329,821.85
14,"VNIR_Plant_Spectrum_X822.99",0.141995367291616,2.13357651443379e-05,0.000374506111489808,4.15431831829207e-06,5.16349982644498e-05,0.000321123309216938,0.0276100172527497,822.99
14,"VNIR_Plant_Spectrum_X824.13",0.142254836084156,2.06611402333331e-05,0.000382734161155422,6.80820371467156e-06,5.26294727354344e-05,0.000325396019617049,0.0262121037160762,824.13
14,"VNIR_Plant_Spectrum_X825.27",0.142532553272753,2.1856436913656e-05,0.000381203606750026,7.30286180321929e-07,5.6056708240104e-05,0.000327064296221553,0.0277749677261177,825.27
14,"VNIR_Plant_Spectrum_X826.41",0.142669092693521,2.2676973650592e-05,0.000376783374965406,1.46246939851333e-06,5.03970398104439e-05,0.000332908997708391,0.0289162704108479,826.41
14,"VNIR_Plant_Spectrum_X827.55",0.142800236676036,2.07426195989196e-05,0.000371355879556139,2.29382341743272e-06,5.51205740662866e-05,0.00032218809822476,0.0268790888400857,827.55
14,"VNIR_Plant_Spectrum_X828.69",0.142972476896122,2.18367154912505e-05,0.000381762486689433,3.72863983245575e-06,5.30144750986048e-05,0.000323590528554893,0.0278553394107133,828.69
